name,Make,variant,price,mileage,Type,Model,Body,Fuel,Other Fuel Types,CO2 Emission,Emission Label,Emission Class,horse power,Displacement,Cylinders,Warranty,Previous Owners,first registration,First Registration,Consumption,consumption_country,consumption_city,Electricity consumption,Gearing Type,Gears,Nr. of Seats,Nr. of Doors,Paint Type,Body Color Original,Body Color,Upholstery,Inspection new,Next Inspection,Last Service Date,Full Service,Last Timing Belt Service Date,Perm. GVW,Drive chain,Model Code,Weight,Non-smoking Vehicle,Country version,Offer Number,url_address
Citroen C2,Citroen,"1.4 HDi VTR RADIO CD, MP3","€ 2,790.-",184711,Used,C2,Sedans,Diesel,,113 g/km (comb),,Euro 4,68,"1,398 cc",4,,,06/2008,2008,4.3 l/100 km (comb),3.7 l/100 km (country),5.3 l/100 km (city),,Manual,5,4,3,,,Red,"Part leather, Grey",,,,,,,Front,,"1,078 kg",,,,https://www.autoscout24.com/offers/citroen-c2-1-4-hdi-vtr-radio-cd-mp3-diesel-red-c8739fa1-8bec-4790-a58d-93bb63b35b90?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz E 320,Mercedes-Benz,CDI T Motorschaden ELEGANCE Luft,"€ 2,799.-",405000,Used,E 320,Station wagon,Diesel (Particulate Filter),,202 g/km (comb),4 (Green),Euro 4,224,"2,987 cc",6,,,09/2006,2006,7.6 l/100 km (comb),5.9 l/100 km (country),10.6 l/100 km (city),,Automatic,7,5,5,Metallic,,Silver,Full leather,,11/2021,,,,,Rear,0999/398,"1,885 kg",,,Inz.Sch09.06,https://www.autoscout24.com/offers/mercedes-benz-e-320-cdi-t-motorschaden-elegance-luft-diesel-silver-7c87f993-3c81-4ab3-b004-23679fc6f032?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Hyundai Getz,Hyundai,1.1/Klima/EFH/5 trg./1.Hand/,"€ 2,800.-",69900,Used,Getz,Compact,Super 95 / Super Plus 98 / Super E10 95 / Regular/Benzine 91,Super Plus 98,130 g/km (comb),4 (Green),Euro 4,67,"1,086 cc",4,,1,03/2011,2011,5.5 l/100 km (comb),4.7 l/100 km (country),6.9 l/100 km (city),,Manual,,5,5,Metallic,grau,Grey,"Cloth, Black",,08/2021,,,,,,,,,Germany,049913 GW__1,https://www.autoscout24.com/offers/hyundai-getz-1-1-klima-efh-5-trg-1-hand-gasoline-grey-8c1a00db-cbe5-41f4-8803-2a5b94c4e0dc?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Passat Variant,Volkswagen,V6 FSI Highline 4Motion 3.2,"€ 2,890.-",327000,Used,Passat Variant,Station wagon,Super 95,,240 g/km (comb),,Euro 4,250,"3,168 cc",6,,1,02/2006,2006,10 l/100 km (comb),7.7 l/100 km (country),14.1 l/100 km (city),,Automatic,6,5,5,Metallic,schwarz,Black,Full leather,,06/2022,,,,,4WD,0603/aen,,,Germany,474,https://www.autoscout24.com/offers/volkswagen-passat-variant-v6-fsi-highline-4motion-3-2-gasoline-black-2bd64003-6d54-4f09-a095-2a1d6e14c671?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Omega,Opel,B 2.6 Executive | Leder | Navi | Xenon,"€ 2,900.-",177500,Used,Omega,Station wagon,Regular/Benzine 91,,254 g/km (comb),4 (Green),Euro 3,179,"2,597 cc",,,3,05/2003,2003,10.7 l/100 km (comb),8.2 l/100 km (country),15 l/100 km (city),,Manual,,5,4,Metallic,Saphirschwarz Metallic,Black,"Full leather, Black",,12/2022,,,,,,,,,Germany,G3225,https://www.autoscout24.com/offers/opel-omega-b-2-6-executive-leder-navi-xenon-gasoline-black-9aec2a4d-04c6-4d9d-88e4-ff6a4000e665?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot Partner,Peugeot,"1,6 Klima MAL Spieg. beheizbar Seitenairb. NSW met","€ 2,900.-",229000,Used,Partner,Station wagon,Diesel,,0 g/km (comb),,Euro 5,90,"1,560 cc",4,,1,05/2008,2008,,,,,Manual,6,5,4,Metallic,silber,Silver,Cloth,,01/2022,,,,,Front,,,,Germany,370,https://www.autoscout24.com/offers/peugeot-partner-1-6-klima-mal-spieg-beheizbar-seitenairb-nsw-met-diesel-silver-0c6fa29b-5f11-4111-a611-f437b1eab728?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Citroen C4 Picasso,Citroen,1.6 HDi,"€ 2,950.-",143000,Used,C4 Picasso,Van,Diesel,,140 g/km (comb),,Euro 4,109,"1,560 cc",4,,,07/2008,2008,5.3 l/100 km (comb),4.5 l/100 km (country),6.7 l/100 km (city),,Manual,5,5,5,Metallic,,Red,"Cloth, Black",,,,,,,Front,,"1,564 kg",,,,https://www.autoscout24.com/offers/citroen-c4-picasso-1-6-hdi-diesel-red-45f5c9f4-8ec7-4e5e-962b-6808ed4854ca?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Tourneo,Ford,Connect Kombi KLIMA TÜV + REIFEN NEU,"€ 2,980.-",156000,Used,Tourneo,Station wagon,Regular/Benzine 91,,223 g/km (comb),4 (Green),Euro 3,116,"1,796 cc",,,,04/2005,2005,9.4 l/100 km (comb),7.6 l/100 km (country),14.1 l/100 km (city),,Manual,,5,4,Metallic,Polar-Silber Metallic,Silver,,Yes,,,,,,,,,,Germany,5U48386,https://www.autoscout24.com/offers/ford-tourneo-connect-kombi-klima-tuev-reifen-neu-gasoline-silver-0f518e7a-be0a-4d2b-8262-7336fe892f68?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Mondeo,Ford,GLX Lim. (GD),"€ 2,980.-",112465,Used,Mondeo,Sedans,Super 95,,,4 (Green),,116,,,,,06/1999,1999,,,,,Manual,5,5,5,Metallic,Nouveau Red,Red,Grey,Yes,,06/2021,,06/2021,,Front,8566/306,,,Germany,,https://www.autoscout24.com/offers/ford-mondeo-glx-lim-gd-gasoline-red-80ae3cdb-41c2-407f-b410-25d558dc76a4?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Astra,Opel,G Selection Klima Automatik TÜV neu Garantie,"€ 2,980.-",116305,Used,Astra,Sedans,Gasoline,,197 g/km (comb),,,84,"1,598 cc",,,3,08/2001,2001,8.2 l/100 km (comb),6.4 l/100 km (country),11.3 l/100 km (city),,Automatic,,5,5,Metallic,silber,Silver,Cloth,,09/2022,,,,,,0035/407,,,,10301785,https://www.autoscout24.com/offers/opel-astra-g-selection-klima-automatik-tuev-neu-garantie-gasoline-silver-e69bdd10-f9c7-46bd-be8b-3d7cd9f146b2?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot 206,Peugeot,"Cabriolet CC Platinum 1.6 16V 80 kW (109 PS), S...","€ 2,980.-",142087,Used,206,Compact,Super 95,,166 g/km (comb),4 (Green),Euro 4,109,"1,587 cc",4,,4,06/2007,2007,7 l/100 km (comb),5.8 l/100 km (country),9.5 l/100 km (city),,Manual,,4,2,,Obsidian-Schwarz,Black,Cloth,Yes,,,,,,Front,,,,Germany,4105,https://www.autoscout24.com/offers/peugeot-206-cabriolet-cc-platinum-1-6-16v-80-kw-109-ps-s-gasoline-black-be520b45-d02d-458f-9bc4-14653cfde7c0?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mitsubishi Colt,Mitsubishi,1.1 TÜV NEU 8fach bereift,"€ 2,985.-",116000,Used,Colt,Compact,Gasoline,,,4 (Green),Euro 5,75,"1,124 cc",,,,07/2012,2012,,,,,Manual,,5,2,,,White,,Yes,,,,,,,,,,,,https://www.autoscout24.com/offers/mitsubishi-colt-1-1-tuev-neu-8fach-bereift-gasoline-white-fa25631c-23f1-4573-a0be-534376d9b8a9?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Daihatsu Terios,Daihatsu,1.5 AHK,"€ 2,985.-",170000,Used,Terios,Off-Road/Pick-up,Gasoline,,,4 (Green),Euro 4,105,"1,495 cc",,,,08/2006,2006,,,,,Manual,,5,4,Metallic,,Black,,,,,,,,,,,,,,https://www.autoscout24.com/offers/daihatsu-terios-1-5-ahk-gasoline-black-c53a4187-91ec-4825-844f-27cf23c83583?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Golf,Volkswagen,IV Variant Highline,"€ 2,990.-",59817,Used,Golf,Station wagon,Regular/Benzine 91,,197 g/km (comb),4 (Green),Euro 4,116,"1,984 cc",,,2,11/1999,1999,8.3 l/100 km (comb),6.4 l/100 km (country),11.7 l/100 km (city),,Manual,,5,4,Metallic,satinsilber metallic,Silver,"Cloth, Black",,04/2023,,,,,,,,,Germany,29829,https://www.autoscout24.com/offers/volkswagen-golf-iv-variant-highline-gasoline-silver-821e3509-1fb5-46ca-86ba-8e3b7de371de?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Golf,Volkswagen,"III ""Joker"" 1,8 Automatik 1.Hand Wenig KM","€ 2,990.-",105300,Used,Golf,Sedans,Gasoline,,,4 (Green),,75,"1,781 cc",,,1,04/1997,1997,,,,,Automatic,,5,4,Metallic,schwarz metallic,Black,Cloth,Yes,,,,,,,0600/891,,,Germany,,https://www.autoscout24.com/offers/volkswagen-golf-iii-joker-1-8-automatik-1-hand-wenig-km-gasoline-black-8db3efec-bc2c-4983-bc9b-1c0192a4c1a5?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volvo V50,Volvo,2.4i Kombi Summum/NAVI/XENON/SHZ/LEDER/AHK,"€ 2,990.-",159310,Used,V50,Station wagon,Super 95,,0 g/km (comb),4 (Green),Euro 4,170,"2,435 cc",5,,3,04/2005,2005,,,,,Manual,5,5,5,Metallic,schwarz,Black,Full leather,,11/2021,,,,,,9101/887,,,Germany,12319,https://www.autoscout24.com/offers/volvo-v50-2-4i-kombi-summum-navi-xenon-shz-leder-ahk-gasoline-black-edf02fb9-25c1-4682-8eb2-e2178a50b6ca?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Fiat,Fiat,Ducato 1.9 280L Verkaufswagen,"€ 2,990.-",376024,Used,,Mobile Shop/Food truck,Diesel,,,1 (No sticker),,82,"1,929 cc",,,,12/1989,1989,,,,,Manual,5,3,3,,Gelb,Yellow,,,,,,,"3,100 kg",,,"2,080 kg",,Germany,d21944,https://www.autoscout24.com/offers/fiat-ducato-1-9-280l-verkaufswagen-diesel-yellow-36dc88b1-e5d0-48f7-b3d0-80902fd93c5f?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Citroen Nemo,Citroen,"1.3 HDi 75cv,","€ 2,990.-",135000,Used,Nemo,Transporter,Diesel (Particulate Filter),,119 g/km (comb),,Euro 5,75,"1,248 cc",4,,2,04/2013,2013,4.1 l/100 km (comb),3.6 l/100 km (country),4.9 l/100 km (city),,Manual,5,2,5,,,Blue,"Cloth, Grey",,,,,,,Front,,"1,260 kg",,Belgium,,https://www.autoscout24.com/offers/citroen-nemo-1-3-hdi-75cv-diesel-blue-a83f3eae-e281-42f2-9905-136a80e72a24?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Focus,Ford,Klima/ALU/Bastlerfahrzeug/Export,"€ 2,990.-",99999,Used,Focus,Sedans,Super 95 / Super Plus 98 / Super E10 95 / Regular/Benzine 91,Super Plus 98,169 g/km (comb),4 (Green),Euro 4,125,"1,798 cc",4,,4,09/2006,2006,7 l/100 km (comb),5.6 l/100 km (country),9.6 l/100 km (city),,Manual,,5,4,Metallic,Kristall-Blau,Blue,"Cloth, Black",,12/2020,,,,,,8566/ABT,"1,307 kg",,Germany,2019193 GW__1,https://www.autoscout24.com/offers/ford-focus-klima-alu-bastlerfahrzeug-export-gasoline-blue-08b2188f-b083-451f-85ff-93f976a85bed?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Suzuki Jimny,Suzuki,"1.3i 16v JLX Airco 4x4/AWD, jantes alu...","€ 2,990.-",207000,Used,Jimny,Off-Road/Pick-up,Gasoline,,190 g/km (comb),,,80,"1,298 cc",4,,2,02/2000,2000,8.2 l/100 km (comb),7.1 l/100 km (country),10.2 l/100 km (city),,Manual,5,4,3,Metallic,,Green,"Cloth, Grey",,,,,,,4WD,,"1,100 kg",,France,,https://www.autoscout24.com/offers/suzuki-jimny-1-3i-16v-jlx-airco-4x4-awd-jantes-alu-gasoline-green-792d3222-8c6c-4b1a-aeb8-2b1e33617c7b?cldtidx=1&cldtsrc=listPage&searchId=1964176808
BMW 318,BMW,Baureihe 3 Touring 318d *Isofix*PDC*BC*ALU´s*,"€ 2,990.-",334000,Used,318,Station wagon,Diesel,,142 g/km (comb),4 (Green),Euro 4,143,"1,995 cc",,,2,07/2008,2008,5.4 l/100 km (comb),4.7 l/100 km (country),6.6 l/100 km (city),,Manual,,5,4,Metallic,SCHWARZ 2,Black,"Cloth, Black",,01/2022,,,,,,,,,,,https://www.autoscout24.com/offers/bmw-318-baureihe-3-touring-318d-isofix-pdc-bc-alus-diesel-black-9033ec81-1208-405b-b28b-df52df6f066f?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Meriva,Opel,Enjoy+AC+AHK+Alu15Z+Nebel+,"€ 2,990.-",149571,Used,Meriva,Van,Regular/Benzine 91,,178 g/km (comb),4 (Green),Euro 4,101,"1,598 cc",,,2,04/2004,2004,7.5 l/100 km (comb),6.1 l/100 km (country),9.9 l/100 km (city),,Manual,,5,4,Metallic,Starsilber III M2,Silver,,,10/2021,,,,,,,,,,15,https://www.autoscout24.com/offers/opel-meriva-enjoy-ac-ahk-alu15z-nebel-gasoline-silver-6b5d2cf2-050d-436a-adc0-5463be3c21f2?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Caddy,Volkswagen,"1.9 TDi CLIM, ATT REMORQUE","€ 2,990.-",231971,Used,Caddy,Van,Diesel,,158 g/km (comb),,Euro 4,75,"1,896 cc",4,,,06/2007,2007,6 l/100 km (comb),5.2 l/100 km (country),7.4 l/100 km (city),,Manual,5,5,4,Metallic,,Grey,"Cloth, Grey",,,,,,,Front,,"1,569 kg",,,,https://www.autoscout24.com/offers/volkswagen-caddy-1-9-tdi-clim-att-remorque-diesel-grey-c3e6ffbd-685e-457d-ac7c-d6c2b4f82b79?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Toyota Corolla Verso,Toyota,Verso,"€ 2,990.-",157127,Used,Corolla Verso,Van,Super 95 / Super E10 95,Super E10 95,180 g/km (comb),,,135,"1,794 cc",,12 months,1,06/2003,2003,7.6 l/100 km (comb),6.3 l/100 km (country),10 l/100 km (city),,Manual,5,5,5,Metallic,grün,Green,"Cloth, Black",Yes,02/2023,,,,,,5013/475,,,Germany,Dim 55107 20,https://www.autoscout24.com/offers/toyota-corolla-verso-verso-gasoline-green-3e46a575-2d0c-4406-ade6-23b72a5a2ad8?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz S 320,Mercedes-Benz,Automatik,"€ 2,990.-",287227,Used,S 320,Sedans,Super 95,,,4 (Green),,224,"3,199 cc",,,1,03/1999,1999,,,,,Automatic,,,,,Grau,Grey,Other,,,,,,,,,,,Germany,2004_60794,https://www.autoscout24.com/offers/mercedes-benz-s-320-automatik-gasoline-grey-eb7f0fbe-ab6e-40ac-8804-1065c2d996b7?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz E 320,Mercedes-Benz,Automatik ELEGANCE+LEDER+TEMPOMAT,"€ 2,990.-",256000,Used,E 320,Sedans,Super 95,,,4 (Green),,220,"3,199 cc",,,,10/1995,1995,,,,,Automatic,,,4,,grau,Grey,"Full leather, Black",Yes,05/2019,,,,,,,,,Germany,1032_58977,https://www.autoscout24.com/offers/mercedes-benz-e-320-automatik-elegance-leder-tempomat-gasoline-grey-804dad39-9e83-4295-9be5-675aa419772e?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz S 320,Mercedes-Benz,L Leder Xenon Navi e-Sitze Holzausst. Klimaautom S,"€ 2,998.-",219400,Used,S 320,Sedans,Gasoline,,276 g/km (comb),,Euro 3,224,"3,199 cc",6,,1,06/2003,2003,11.5 l/100 km (comb),8.2 l/100 km (country),17.3 l/100 km (city),,Automatic,5,5,4,Metallic,brillantsilber,Silver,Full leather,,09/2021,,,,,Rear,0710/408,,,Germany,95,https://www.autoscout24.com/offers/mercedes-benz-s-320-l-leder-xenon-navi-e-sitze-holzausst-klimaautom-s-gasoline-silver-f34c0e9f-0298-44e3-b24a-6c08b5126932?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Passat Variant,Volkswagen,"2,0 TDI *Automatik *Klima*PDC","€ 2,999.-",253000,Used,Passat Variant,Station wagon,Diesel,,189 g/km (comb),4 (Green),Euro 4,140,"1,968 cc",4,,,02/2008,2008,7 l/100 km (comb),5.6 l/100 km (country),9.3 l/100 km (city),,Automatic,6,5,5,Metallic,,Silver,Cloth,,,,,,,Front,0603/AFB,"1,607 kg",,,Inz.ROU-14.6,https://www.autoscout24.com/offers/volkswagen-passat-variant-2-0-tdi-automatik-klima-pdc-diesel-silver-1df7fcd8-4f49-4408-98fc-6c7604162d74?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Astra,Opel,1.8 Caravan Edition 8-FACH-BEREIFT+KLIMA+PARKPI...,"€ 2,999.-",148000,Used,Astra,Station wagon,Super 95,,199 g/km (comb),4 (Green),Euro 4,125,"1,796 cc",4,12 months,,12/2004,2004,8.4 l/100 km (comb),6.4 l/100 km (country),10.7 l/100 km (city),,Manual,,5,5,,Magma Rot,Red,Cloth,Yes,,,,,,,0035/ADT,"1,328 kg",,,5076490,https://www.autoscout24.com/offers/opel-astra-1-8-caravan-edition-8-fach-bereift-klima-parkpi-gasoline-red-7e2deefb-5418-4ca3-9440-cdc040eb539c?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Renault Kangoo,Renault,TOM TOM DCI 5 pl *REBUY**,"€ 2,999.-",262123,Used,Kangoo,Van,Diesel,,,,,68,"1,461 cc",,12 months,,03/2010,2010,,,,,Manual,,5,5,,,Black,"Other, Beige",,,,,,,,,,,,,https://www.autoscout24.com/offers/renault-kangoo-tom-tom-dci-5-pl-rebuy-diesel-black-db2ac8e9-d568-424d-9088-45809fdc1cff?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Audi A4,Audi,AVANT**Rebuy**,"€ 2,999.-",270028,Used,A4,Station wagon,Diesel,,154 g/km (comb),,,131,"1,896 cc",4,,,06/2004,2004,5.7 l/100 km (comb),4.7 l/100 km (country),7.6 l/100 km (city),,Manual,6,,5,Metallic,,Black,"Other, Black",,,,,,,,,"1,587 kg",,,,https://www.autoscout24.com/offers/audi-a4-avant-rebuy-diesel-black-a32677ab-c9b5-4242-b5bd-2df9e4bf5824?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Passat,Volkswagen,"Variant 2,0TSI Sportline+Climatr*Szhz*AHK","€ 2,999.-",200000,Used,Passat,Station wagon,Regular/Benzine 91,,197 g/km (comb),4 (Green),Euro 4,200,"1,984 cc",,,2,03/2008,2008,8.2 l/100 km (comb),6.4 l/100 km (country),11.3 l/100 km (city),,Manual,,5,4,Metallic,Deep Black Perleffekt,Black,"Cloth, Black",,,,,,,,,,,Germany,,https://www.autoscout24.com/offers/volkswagen-passat-variant-2-0tsi-sportline-climatr-szhz-ahk-gasoline-black-45d2c6f9-e329-437f-be83-4f65041be1b2?cldtidx=1&cldtsrc=listPage&searchId=1964176808
MINI Cooper,MINI,1.6 Seven *Klima*,"€ 2,999.-",170000,Used,Cooper,Sedans,Regular/Benzine 91,,166 g/km (comb),4 (Green),Euro 4,116,"1,598 cc",4,,2,09/2006,2006,6.9 l/100 km (comb),5.4 l/100 km (country),9.7 l/100 km (city),,Manual,5,4,3,,,Red,Cloth,,11/2021,,,,,Front,0005/AFW,"1,150 kg",,,Berede20.04.-112,https://www.autoscout24.com/offers/mini-cooper-1-6-seven-klima-gasoline-red-5857b1de-900d-4434-b0d1-dc20f01f75db?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Suzuki Swift,Suzuki,CD/RADIO CABRIO,"€ 2,999.-",75000,Used,Swift,Convertible,,,,,Euro 2,68,"1,298 cc",,,,03/1993,1993,,,,,Manual,,2,2,,Blau,Blue,"Cloth, Grey",Yes,,,,,,,7102/336,,,,2258,https://www.autoscout24.com/offers/suzuki-swift-cd-radio-cabrio-blue-f9a368fc-646c-4f3a-a5a8-139b4ac7b99d?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Renault Espace,Renault,2.0 Navitech +HANDEL/EXPORT+,"€ 3,000.-",173989,Used,Espace,Van,Regular/Benzine 91,,0 g/km (comb),4 (Green),Euro 4,136,"1,998 cc",4,,2,05/2009,2009,,,,,Manual,,5,5,,,Blue,"Cloth, Grey",,,,,,,,3333/AAX,,,,E_508171,https://www.autoscout24.com/offers/renault-espace-2-0-navitech-handel-export-gasoline-blue-dc9bfbec-d4b2-47ed-956b-06075be3d846?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Beetle,Volkswagen,Miami Webasto Klima SHZ Sheft Tüv 01/23,"€ 3,000.-",197000,Used,Beetle,Sedans,Diesel,,,4 (Green),Euro 3,101,"1,896 cc",,,1,09/2004,2004,,,,,Manual,,4,2,Metallic,,Silver,"Cloth, Grey",,01/2023,,,,,,,,,,,https://www.autoscout24.com/offers/volkswagen-beetle-miami-webasto-klima-shz-sheft-tuev-01-23-diesel-silver-94b83fd0-e944-4710-8a0a-9b1d9287f9df?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Renault Clio,Renault,Grandtour Luxe 1.6 16V 110 Automatik Navi,"€ 3,000.-",237000,Used,Clio,Station wagon,Gasoline,,179 g/km (comb),4 (Green),Euro 5,111,"1,598 cc",,,1,06/2010,2010,7.8 l/100 km (comb),6.1 l/100 km (country),10.6 l/100 km (city),,Automatic,,5,4,Metallic,,Blue,"Part leather, Black",,10/2021,,,,,,,,,,,https://www.autoscout24.com/offers/renault-clio-grandtour-luxe-1-6-16v-110-automatik-navi-gasoline-blue-88fa652a-3d6e-4257-9de0-20e6c043827a?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot 207,Peugeot,1.6 HDi Urban 99g FAP,"€ 3,200.-",143070,Used,207,Sedans,Diesel,,99 g/km (comb),,Euro 4,90,"1,560 cc",4,,,10/2010,2010,3.8 l/100 km (comb),3.3 l/100 km (country),4.6 l/100 km (city),,Manual,5,5,3,,,Grey,,,,,,,,,,"1,260 kg",,,,https://www.autoscout24.com/offers/peugeot-207-1-6-hdi-urban-99g-fap-diesel-grey-79b84a30-b863-44cf-9de6-1ca19824c201?cldtidx=1&cldtsrc=listPage&searchId=1964176808
BMW 116,BMW,i*SHZ*PDC*KLIMA,"€ 3,200.-",134500,Used,116,Coupe,Regular/Benzine 91,,143 g/km (comb),4 (Green),Euro 5,122,"1,995 cc",,,,02/2010,2010,6.1 l/100 km (comb),5.1 l/100 km (country),7.9 l/100 km (city),,Manual,,4,2,,ALPINWEISS 3,White,"Cloth, Black",,07/2021,,,,,,,,,Germany,,https://www.autoscout24.com/offers/bmw-116-i-shz-pdc-klima-gasoline-white-7b493306-b2e9-4a34-a809-a3ac5dabef92?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz SLK 200,Mercedes-Benz,Kompressor Special guter Zustand Tüv Neu,"€ 3,200.-",299000,Used,SLK 200,Convertible,Gasoline,,228 g/km (comb),4 (Green),Euro 4,163,"1,998 cc",4,,,11/2001,2001,9.5 l/100 km (comb),6.8 l/100 km (country),14.1 l/100 km (city),,Manual,6,2,2,Metallic,,White,"Cloth, Red",Yes,04/2023,04/2021,,,,,0710/450,"1,365 kg",,,,https://www.autoscout24.com/offers/mercedes-benz-slk-200-kompressor-special-guter-zustand-tuev-neu-gasoline-white-46b354aa-9e42-3e38-e053-0100007f750a?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Golf,Volkswagen,V Automatik DSG/Klima,"€ 3,200.-",205919,Used,Golf,Sedans,Diesel,,159 g/km (comb),4 (Green),Euro 4,105,"1,896 cc",,,,07/2004,2004,5.9 l/100 km (comb),5 l/100 km (country),7.7 l/100 km (city),,Automatic,,5,2,Metallic,reflexsilber metallic,Silver,"Cloth, Grey",,01/2020,,,,,,,,,Germany,029477,https://www.autoscout24.com/offers/volkswagen-golf-v-automatik-dsg-klima-diesel-silver-b65b0e2a-1a2c-49a7-a0f0-bf2f92e02de7?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz E 220,Mercedes-Benz,T CDI Avantgarde AUT. GLASDACH TÜV 06-23,"€ 3,250.-",304000,Used,E 220,Station wagon,Diesel,,197 g/km (comb),4 (Green),Euro 4,150,"2,148 cc",,,,04/2004,2004,7.5 l/100 km (comb),6.1 l/100 km (country),9.8 l/100 km (city),,Automatic,,5,4,Metallic,titanitrot metallic,Red,"Part leather, Black",,06/2023,,,,,,,,,Germany,A550926,https://www.autoscout24.com/offers/mercedes-benz-e-220-t-cdi-avantgarde-aut-glasdach-tuev-06-23-diesel-red-00cb829e-9163-4b58-8b8f-a3d0410f0a02?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mazda 5,Mazda,Klima / AHK / 12-fach bereift,"€ 3,290.-",106950,Used,5,Station wagon,Gasoline,,0 g/km (comb),,,116,"1,798 cc",4,,2,10/2007,2007,0 l/100 km (comb),0 l/100 km (country),0 l/100 km (city),,Manual,5,5,5,Metallic,Silbermet.,Silver,,,09/2022,,,,,Front,7118/AAR,,,Germany,3888,https://www.autoscout24.com/offers/mazda-5-klima-ahk-12-fach-bereift-gasoline-silver-3b4ddb13-a2f4-4811-8135-c26963eb0fba?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Caddy,Volkswagen,Life 1.9 TDI 5-Sitzer,"€ 3,400.-",263181,Used,Caddy,Van,Diesel,,165 g/km (comb),,Euro 3,105,"1,896 cc",4,,,12/2004,2004,6.1 l/100 km (comb),5.4 l/100 km (country),7.3 l/100 km (city),,Manual,5,5,5,Metallic,revennablau,Blue,Cloth,,,,,,,Front,0603/087,"1,605 kg",,,016,https://www.autoscout24.com/offers/volkswagen-caddy-life-1-9-tdi-5-sitzer-diesel-blue-417f8a00-e23c-4ce9-9692-a87713f22d9f?cldtidx=1&cldtsrc=listPage&searchId=1964176808
BMW 525,BMW,d Lim. Aut. Leder Navi SHZG SDH TÜV 8 FACH,"€ 3,400.-",350000,Used,525,Sedans,Diesel,,208 g/km (comb),4 (Green),Euro 4,177,"2,497 cc",,,,02/2005,2005,7.8 l/100 km (comb),6.2 l/100 km (country),10.6 l/100 km (city),,Automatic,,5,4,Metallic,SILBERGRAU METALLIC,Grey,"Full leather, Black",,05/2022,,,,,,,,,,,https://www.autoscout24.com/offers/bmw-525-d-lim-aut-leder-navi-shzg-sdh-tuev-8-fach-diesel-grey-d1e560ec-8147-42cb-b08c-41851098620d?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Fox,Volkswagen,Style CD*MP3*NICHTRAUCHER*ABS*ESP*LM-FELGEN*,"€ 3,400.-",155778,Used,Fox,Compact,Super 95,,0 g/km (comb),,Euro 5,60,"1,198 cc",,,1,08/2011,2011,,,,,Manual,5,4,3,,indienblau,Blue,Cloth,,,,,,,,0603/AZB,"1,069 kg",,Germany,D6012,https://www.autoscout24.com/offers/volkswagen-fox-style-cd-mp3-nichtraucher-abs-esp-lm-felgen-gasoline-blue-733bf439-f550-4850-a6fc-ca443045c7e7?cldtidx=1&cldtsrc=listPage&searchId=1964176808
